emp_no,first_name,last_name,title,salary,from_date
251971,Harjit,Demke,Senior Engineer,64062,2002-04-02
251973,Huan,Mandell,Engineer,40000,1998-07-20
251977,Bingning,Lienhardt,Senior Staff,68626,2001-10-24
251979,Rosalie,Percebois,Senior Staff,72486,2001-09-23
251981,Shounak,Angelopoulos,Senior Staff,61217,1997-04-26
251982,Xuedong,Hinsberger,Engineer,72800,1998-08-10
251987,Chenxi,Angel,Senior Engineer,40000,2001-05-12
251999,Godehard,Krohn,Senior Engineer,56057,2000-04-03
252004,Kazuhisa,Pettey,Senior Engineer,40000,1997-03-11
252009,Sverrir,Barreiro,Engineer,40000,1997-06-24
252013,Ingemar,Dahlbom,Senior Staff,42982,2001-06-02
252015,Boguslaw,Ramamoorthy,Senior Engineer,51172,1992-07-13
252016,Hatim,Czaja,Senior Staff,105395,1993-08-19
252018,Yuguang,Spinelli,Senior Engineer,40000,2001-09-06
252021,Hatim,Lammel,Senior Engineer,48546,1993-12-16
252026,Bikash,Thimonier,Senior Engineer,49618,1999-01-15
252032,Alexius,Soicher,Senior Staff,47104,2000-04-05
252034,Zvonko,Roccetti,Senior Staff,77161,1999-08-04
252037,Miyeon,Segond,Senior Staff,40000,1995-12-12
252038,Ottavia,Serra,Senior Staff,55367,1999-06-09
252044,Yurii,Syang,Technique Leader,40000,1988-07-20
252052,Pranas,Flowers,Senior Staff,47045,2001-08-08
252055,Seongbae,Krychniak,Senior Engineer,43056,2001-04-27
252056,Arnd,Denny,Senior Staff,54806,1997-03-02
252058,Fusako,Shiratori,Senior Staff,64965,1996-04-18
252062,Shigeo,Wolniewicz,Senior Staff,59138,1994-07-31
252065,Shigehito,Warwick,Senior Engineer,52123,1997-02-07
252068,Steve,Bernini,Staff,40000,1998-03-06
252070,Valeska,Katalagarianos,Senior Engineer,66223,1998-03-17
252072,Berry,Asser,Senior Engineer,40161,1997-02-01
252082,Kristen,Szilard,Engineer,40000,1995-11-17
252083,Masoud,Kobuchi,Engineer,66022,1997-04-17
252084,Bikash,Luff,Senior Engineer,63167,2002-05-11
252090,Cordelia,Ramsey,Staff,40000,1998-08-14
252098,Surveyors,Snedden,Senior Engineer,40000,1996-02-28
252100,Muzhong,Boyle,Staff,40000,1998-07-30
252104,Tommaso,Reutenauer,Senior Engineer,56772,1991-01-05
252107,Xuedong,Danecki,Senior Engineer,65805,2000-12-22
252111,Mingsen,Lanzelotte,Senior Staff,40000,1997-03-19
252118,Yahiko,Mitsuhashi,Senior Engineer,40000,1991-02-19
252121,Aloke,Cannata,Engineer,54316,1995-09-22
252122,Masaki,Shimshoni,Engineer,40000,1998-06-07
252123,Hideyuki,Warwick,Senior Engineer,40000,1994-12-13
252132,Mayuri,Imataki,Senior Staff,40000,2000-08-21
252138,Kiyotoshi,Zaiane,Senior Engineer,51965,1999-12-03
252139,Zdislav,Jansen,Senior Staff,40000,2000-11-08
252146,Jahangir,Majewski,Senior Staff,45572,1994-08-13
252152,Mokhtar,Olivero,Senior Engineer,72255,1997-07-18
252156,Mountaz,Huhdanpaa,Senior Staff,63043,1996-03-23
252159,Collette,Shobatake,Senior Engineer,53265,1991-06-11
252166,Maja,Avouris,Senior Engineer,40000,1996-08-19
252169,Mori,Kobara,Senior Engineer,49544,1993-06-09
252171,Kiam,Merli,Senior Engineer,40000,1997-08-19
252191,Sachio,Magalhaes,Senior Engineer,42885,2000-05-03
252194,Uri,Perez,Senior Staff,42975,1993-10-12
252198,Suzette,Hofmeyr,Staff,57280,1999-08-10
252199,Ute,Cannard,Staff,65263,1993-10-01
252202,Eben,Dymetman,Senior Engineer,40000,1998-09-23
252207,Supot,Lung,Staff,64177,1999-01-19
252209,Eldridge,Monkewich,Engineer,40000,2000-01-22
252215,Koichi,Huxford,Senior Staff,47147,2001-05-31
252221,Ortrun,Camarinopoulos,Senior Engineer,46226,1989-02-23
252222,Zijian,Erdi,Senior Engineer,40000,1996-03-31
252224,True,Heiserman,Senior Engineer,47034,2000-03-16
252228,Owen,Ratzlaff,Senior Staff,92060,1998-01-21
252230,Nitsan,Kusalik,Senior Engineer,72744,1993-01-16
252234,Haldon,Hasenauer,Senior Staff,75948,2002-05-01
252235,Spyrose,Litzkow,Engineer,40000,1996-12-21
252243,Ayakannu,Coullard,Senior Engineer,40000,1995-12-12
252251,Shem,Staelin,Senior Engineer,52549,1994-02-08
252252,Gill,Papastamatiou,Engineer,60231,1995-05-17
252256,Takahira,Scallan,Senior Staff,40000,1993-02-03
252260,Clyde,Munos,Senior Engineer,40000,1992-06-25
252261,Gretta,Motley,Senior Engineer,52886,1996-07-01
252263,Soenke,Panangaden,Engineer,67611,1997-08-03
252265,Jasminko,Ligten,Senior Staff,40000,1995-11-07
252269,Bernardo,Docker,Senior Staff,52849,2000-11-21
252271,Krisda,Eickenmeyer,Senior Staff,47963,1998-02-24
252272,Kwan,Alvarado,Senior Engineer,65282,1995-02-12
252281,Thanasis,Axelband,Senior Staff,70236,1997-08-15
252284,Juichirou,Koyama,Engineer,46417,1998-10-05
252285,Fayez,Gustavson,Engineer,43632,1996-03-11
252287,Fox,Camurati,Staff,51926,1994-08-06
252291,Eldridge,Rikino,Staff,85131,1999-07-09
252293,Sergi,Vieth,Staff,54091,1999-07-07
252296,Wayne,Ananiadou,Senior Staff,53351,1994-05-04
252300,Spyrose,Garnick,Senior Engineer,40000,1999-02-08
252301,George,Wroclawski,Senior Engineer,40000,1995-08-01
252302,Baoqiu,Sommen,Senior Engineer,61447,1998-12-04
252306,Ger,Goldhammer,Senior Engineer,60825,1998-12-10
252307,Sigeru,Hagimont,Technique Leader,70012,1998-04-12
252312,Gonzalo,Simmel,Engineer,49783,1999-09-02
252313,Zijian,Ellozy,Senior Staff,83828,1992-08-12
252317,Murthy,Erie,Senior Staff,75172,1993-09-18
252329,Panayotis,Horswill,Senior Engineer,50089,1991-04-13
252334,Shmuel,Schnabel,Senior Staff,64896,2001-10-27
252339,Koichi,Danlos,Staff,48898,1998-03-16
252342,Lena,Yetim,Senior Engineer,40297,1998-05-24
252345,Yucel,Ferriere,Senior Staff,44493,1992-10-26
252351,Kersti,Flanders,Senior Engineer,40000,1991-05-24
252356,Fabrizio,Chimia,Senior Engineer,40000,2000-11-18
252362,Troy,Dulin,Technique Leader,50570,1987-02-17
252364,Amstein,Shinomoto,Senior Engineer,40000,1990-03-17
252368,Chenyi,Rabehasaina,Senior Staff,83051,1993-03-25
252378,Owen,Alvarado,Senior Staff,56711,1991-11-07
252391,Bezalel,Morton,Senior Staff,40000,1998-07-30
252395,Pranjal,Moffat,Senior Staff,40000,2000-04-09
252407,Shih,Ritzmann,Senior Engineer,44947,1999-08-21
252408,Charmane,Wynblatt,Senior Engineer,40000,1994-10-19
252410,Sukumar,Fujisawa,Senior Engineer,40000,1995-11-18
252412,Nagui,Bennet,Staff,40000,1997-04-11
252419,Akemi,Bhattacharjee,Senior Engineer,48963,2001-08-17
252424,Kazuhisa,Makinen,Staff,47575,1998-06-16
252426,Poornachandra,Rijckaert,Senior Engineer,40743,1990-07-09
252433,Geoffry,Cronau,Senior Engineer,40000,2000-02-29
252434,Ute,Pardalos,Senior Engineer,56089,2002-07-06
252440,Houman,Katalagarianos,Senior Engineer,40000,1992-03-02
252443,Sivanarayana,Rullman,Senior Engineer,46593,1998-04-12
252450,Chirstian,Georg,Senior Staff,42495,2001-01-21
252453,Carrsten,Mitina,Staff,91907,1997-12-21
252457,Luigi,Pell,Senior Engineer,47989,2001-01-16
252461,Sanjai,Ramsey,Senior Staff,50671,1993-04-16
252463,Remmert,Lanteri,Engineer,47493,1999-10-31
252465,Marsha,Chorvat,Senior Engineer,41451,2002-05-22
252471,Bowen,Birdsall,Engineer,40000,1998-10-24
252476,Youssef,Deverell,Senior Engineer,47916,1994-03-28
252477,Khedija,Jahnichen,Senior Staff,41272,1986-08-18
252478,Gaurav,Kambil,Senior Engineer,43567,1992-02-20
252479,Aleksander,Tasistro,Senior Engineer,40000,1997-07-24
252482,Zito,Billingsley,Technique Leader,40000,1985-09-10
252489,Michaela,Kruskal,Engineer,55202,1998-04-21
252494,Rasikan,Baezner,Senior Engineer,40000,2002-06-15
252496,Alagu,Polajnar,Engineer,40000,1996-11-01
252497,Urs,Parascandalo,Senior Engineer,40000,1995-10-15
252498,Petter,Melichar,Assistant Engineer,78483,1997-09-26
252500,Shaz,Sadowsky,Senior Staff,82141,1992-02-11
252506,Kristen,Munos,Engineer,51492,1998-01-11
252507,Rimli,DiGiano,Senior Staff,58755,1995-05-06
252510,Bedir,Akazan,Senior Engineer,44094,1996-02-25
252514,Tsutomu,Kemmerer,Senior Staff,65271,1992-02-20
252517,Maria,Lueh,Assistant Engineer,40000,1998-04-11
252523,Masami,Schwabacher,Senior Engineer,41870,2000-08-17
252526,Ziya,Feinberg,Senior Engineer,48606,1999-03-23
252530,Ger,Zolotykh,Engineer,77911,1997-03-18
252539,Jordanka,Pollacia,Senior Engineer,58098,1994-08-07
252540,Niranjan,Mersereau,Staff,40000,1996-11-02
252543,Sachem,Boguraev,Senior Engineer,81247,2001-05-06
252545,Itzchak,Zolotykh,Technique Leader,59491,1985-05-14
252552,Venkatesan,Kamber,Engineer,40000,1995-09-09
252555,Krisda,Morrin,Senior Engineer,40423,2001-04-15
252558,Manu,Schlenzig,Senior Engineer,40000,1997-09-15
252565,Deborah,Bael,Senior Engineer,76204,1998-08-25
252570,Rutger,Lamparter,Senior Engineer,40000,1995-01-14
252580,Kensyu,Stamatiou,Senior Engineer,55462,1996-06-15
252581,Rosine,Luef,Senior Staff,63219,2000-01-04
252588,Gennady,Schoegge,Senior Engineer,48946,2000-08-10
252597,Takahito,Luck,Engineer,45291,1998-04-12
252599,Haldun,Verhaegen,Engineer,40000,1998-04-27
252602,Hatsukazu,Flasterstein,Engineer,40000,2002-02-26
252603,Bartek,Shrader,Senior Engineer,65265,1995-09-08
252607,Shichao,Brender,Senior Engineer,40000,1997-12-29
252615,Chuanyi,Mandelberg,Senior Staff,50935,1997-05-25
252621,Basil,Kavanagh,Senior Staff,40455,1997-09-23
252625,Weiyi,Cronin,Technique Leader,44337,1998-05-18
252628,Maris,Rande,Senior Staff,65154,1999-08-21
252633,Mohd,Angelov,Senior Staff,40000,2001-07-11
252635,Candido,Nations,Staff,40000,1995-11-09
252638,Susanne,Fetvedt,Senior Staff,52429,1999-04-17
252640,Apostol,Reistad,Senior Staff,69878,1997-05-22
252650,Jamaludin,Pramanik,Senior Staff,40000,1994-04-13
252653,Sreenivas,Maraist,Senior Engineer,61161,1994-08-30
252656,Moti,Nourani,Staff,41629,1999-10-28
252665,Khosrow,Klerer,Senior Engineer,40000,1994-11-17
252666,Matt,Ramamoorthy,Senior Staff,55819,2000-09-16
252667,Xuedong,Lamba,Senior Staff,62923,1998-08-27
252675,Pantung,Ponthieu,Senior Engineer,52048,1987-08-11
252680,Martina,Sewelson,Senior Engineer,40000,1997-04-03
252686,Jahangir,Wissmann,Senior Engineer,50022,1994-10-08
252691,Ramzi,Litzler,Senior Staff,43478,1998-01-25
252694,Randy,Pepe,Senior Staff,40000,1991-09-16
252696,Mart,Luft,Senior Engineer,41298,1990-04-03
252699,Akeno,Paludetto,Technique Leader,42803,1999-05-02
252700,Tonny,Mayerwieser,Senior Staff,40000,1995-07-13
252701,Bernice,Penttonen,Senior Engineer,40000,1997-04-26
252703,Barna,Beausoleil,Senior Staff,73872,1993-12-01
252706,Aris,Legleitner,Senior Engineer,40000,1999-05-17
252707,Yinlin,Asrin,Senior Staff,40000,1998-08-16
252709,Bluma,Gyimothy,Senior Engineer,55751,1996-10-10
252720,Larisa,Alameldin,Engineer,58611,1998-08-19
252722,Domenico,Melski,Senior Staff,76236,1998-05-06
252729,Urs,Crooks,Senior Engineer,49216,1996-04-07
252733,Toong,Besancenot,Senior Staff,49138,1986-10-14
252734,Christoph,Baezner,Engineer,66213,1999-01-21
252736,Moheb,Siegrist,Engineer,53803,1995-01-28
252740,Mang,Riesenhuber,Senior Engineer,40000,1988-03-27
252745,Kolar,Qiwen,Senior Staff,47284,1997-06-11
252748,Kaijung,Ramaiah,Staff,105438,1998-02-22
252749,Akhilish,Yeung,Staff,72212,1999-08-28
252751,Sven,Rabehasaina,Senior Engineer,40000,1995-11-11
252753,Radhika,Denna,Senior Staff,71285,1989-09-12
252757,Aron,Erdi,Senior Engineer,40000,2001-11-14
252763,Felicidad,Aamodt,Engineer,40000,1997-02-28
252764,Abdulla,Vendrig,Staff,44498,1997-09-18
252765,Jongsuk,Boreale,Senior Staff,56076,1989-07-08
252767,Udaiprakash,Chiola,Senior Engineer,46848,1995-12-15
252768,Marlo,Cherinka,Assistant Engineer,66096,1997-06-03
252769,Supot,Matheson,Senior Engineer,46551,1993-12-25
252782,Yonghong,Ratnakar,Senior Engineer,44794,1998-03-30
252787,Amalendu,Bolsens,Senior Engineer,44586,1995-10-23
252790,Munehiko,Ramaiah,Senior Engineer,71179,1998-11-12
252807,Chuanti,Jiafu,Senior Engineer,40442,1997-07-02
252808,Steen,Leaver,Senior Engineer,41657,1987-04-03
252809,Geoffry,Lovengreen,Senior Engineer,40802,1998-07-28
252812,Ziva,Snyers,Senior Engineer,54905,1998-02-11
252813,Yannis,Comte,Senior Engineer,43045,1995-09-25
252822,Gou,Gammage,Staff,40000,1999-07-22
252823,Aiman,Osgood,Engineer,40000,1999-05-25
252834,Brigham,Bellone,Senior Staff,40000,1995-12-19
252837,Yechezkel,Iacovou,Senior Engineer,40000,2002-01-22
252842,Leucio,Cangellaris,Senior Staff,70629,1988-10-05
252845,Guther,Bach,Senior Staff,40000,1992-04-09
252862,Shahab,Schicker,Senior Staff,59519,1998-09-23
252865,Sham,Zlotek,Senior Staff,62961,1985-11-07
252868,Zhiguo,Strooper,Senior Engineer,40000,1997-01-30
252872,Mountaz,Mitsuhashi,Engineer,58640,1999-03-20
252876,Ingmar,Randi,Senior Staff,42515,1996-01-09
252882,Giri,Munawer,Senior Engineer,59878,1997-02-26
252886,Satosi,Breugel,Senior Staff,75297,2001-07-16
252903,Gretta,Miculan,Engineer,51299,1997-12-13
252904,Gen,Aloia,Senior Engineer,71241,1989-01-27
252915,Jouni,Acton,Technique Leader,60875,1988-07-29
252924,Kazuhisa,Bazzichi,Senior Staff,72797,1987-04-02
252927,Vitaly,Veeraraghavan,Senior Staff,53284,1991-11-16
252934,Zhenhua,Akaboshi,Senior Engineer,52755,1997-08-19
252939,Toshiki,Cullers,Senior Staff,75307,1993-05-01
252942,Terresa,Showalter,Staff,51580,1999-06-09
252947,Danny,Naumovich,Senior Staff,76417,1992-02-24
252948,Danco,Krupka,Senior Staff,40000,1992-02-23
252956,Kristin,Gecsei,Senior Staff,67863,1994-02-26
252962,Arto,Oppitz,Senior Staff,60015,1998-05-08
252967,Tuval,Foong,Staff,71260,2000-01-06
252970,Mario,Herber,Senior Engineer,46089,1998-02-05
252971,Leon,Pluym,Senior Staff,81380,1994-09-24
252972,Ramalingam,Ambroszkiewicz,Engineer,50226,1997-11-17
252976,Armond,Trelles,Engineer,44565,2000-08-02
252982,Mandell,Pehl,Technique Leader,51014,1998-10-31
252983,Filipp,Claffy,Senior Engineer,40000,1990-02-25
252985,Giordano,Ramsak,Senior Staff,44732,2000-05-25
252989,Stella,Wegerle,Senior Engineer,40000,1998-02-03
252992,Shahab,Gustavson,Engineer,40000,2002-01-25
252997,Mamdouh,Reutenauer,Senior Engineer,51917,1988-01-02
253002,Niteen,Fioravanti,Senior Staff,40000,1997-01-12
253003,Yannik,Lambe,Senior Engineer,40000,1987-06-12
253010,Haldun,Stamatiou,Engineer,40000,1996-02-12
253017,Subhash,Staudhammer,Senior Engineer,51642,1991-08-02
253019,Marc,Bolotov,Senior Staff,40208,1991-08-24
253024,Arco,Shigei,Senior Engineer,45627,1990-04-08
253025,Basant,Lung,Staff,40000,1999-09-17
253036,Gretta,Isaak,Senior Engineer,40000,1997-12-20
253037,Zijian,Bharadwaj,Senior Engineer,51595,1993-09-04
253042,Mariangiola,Matzke,Senior Staff,59191,1993-03-28
253047,Hausi,Manders,Senior Engineer,40000,2001-02-17
253049,Karoline,Begiun,Senior Engineer,42173,1994-06-02
253051,Zhenbing,Rahier,Senior Staff,84757,1998-08-27
253054,Nectarios,Makrucki,Senior Engineer,40000,2002-01-03
253055,Ebru,Syang,Senior Engineer,56225,1999-05-10
253066,Faiza,Kugler,Senior Engineer,53853,1997-01-04
253070,Zhiguo,Gaughan,Senior Staff,70352,1986-05-06
253077,Shaowei,Maierhofer,Engineer,45596,1995-06-28
253081,Jenwei,Setlzner,Technique Leader,40000,1996-08-09
253084,Duro,Potthoff,Senior Engineer,44857,1994-07-30
253086,Shugo,Huxford,Senior Engineer,40000,1997-07-05
253091,Yechezkel,Zallocco,Senior Engineer,59277,1997-04-04
253094,Hugh,Syrotiuk,Senior Staff,84628,1987-03-11
253096,Taiji,Muhling,Senior Staff,40000,1997-07-13
253098,Faiza,Delgrande,Technique Leader,40000,1986-02-27
253099,Lobel,Atrawala,Senior Engineer,40000,1994-12-25
253100,Arunachalam,Lindqvist,Senior Engineer,40000,1995-02-14
253104,Zengping,Kranzdorf,Engineer,75108,1996-12-01
253105,Susanta,Nollmann,Senior Staff,52045,1987-06-09
253114,Zongyan,Stifter,Staff,73049,1994-04-09
253124,Samphel,Garnham,Senior Engineer,51189,1997-01-02
253125,Khalil,Percebois,Senior Engineer,40000,1996-01-17
253126,Alejandro,Birta,Senior Staff,56589,2000-11-14
253128,Danny,Herbst,Senior Staff,72966,1998-03-15
253129,Christophe,Moffat,Engineer,51798,1995-11-03
253132,Vitali,Zielinski,Senior Engineer,53393,1998-06-10
253140,Claudi,Plumb,Senior Staff,40000,1998-11-25
253141,Arra,Chiodo,Senior Staff,40000,1986-01-17
253146,Gou,Pramanik,Senior Staff,52608,1989-03-12
253149,Ramya,Murrill,Senior Staff,85753,1997-09-20
253150,Niclas,Backhouse,Technique Leader,42989,1997-07-11
253155,Tetsushi,Mawatari,Senior Engineer,40000,2001-05-06
253157,Radhia,Giveon,Senior Staff,76809,2000-01-07
253165,Adin,Assaf,Senior Engineer,40000,1998-08-31
253167,Weiye,Geffroy,Staff,49689,1998-05-21
253174,Hidekazu,Henders,Senior Staff,74129,1995-09-23
253176,Basant,Giaccio,Staff,61452,1994-11-30
253181,Froduald,Coorg,Senior Staff,54557,2001-12-16
253184,Mokhtar,Riexinger,Senior Staff,72248,1991-03-24
253190,Rosli,Kuszyk,Senior Engineer,40000,1993-09-21
253191,Ottavia,Jahnichen,Senior Staff,59732,1994-11-15
253198,Radhika,Bala,Senior Engineer,56363,1999-07-07
253212,Anneli,Jarecki,Senior Staff,40000,1995-02-22
253217,Subhash,Honiden,Senior Staff,48552,1994-03-24
253228,Froduald,Schrooten,Senior Staff,54188,1994-10-07
253234,Utz,Fioravanti,Senior Engineer,40000,1994-10-05
253240,Odysseas,DasSarma,Engineer,56236,1998-02-16
253249,Breannda,Tiemann,Senior Staff,43455,1996-07-20
253260,Isaac,Capobianchi,Senior Staff,40000,1985-02-24
253266,Perry,Luft,Senior Staff,53309,1992-09-22
253267,Shin,Erol,Engineer,65009,1996-11-11
253272,Amalendu,Uehara,Senior Staff,64560,1997-02-18
253277,Heekeun,Wynblatt,Technique Leader,64231,1998-01-24
253289,Ioana,Willoner,Technique Leader,55276,1996-06-22
253294,DeForest,Cherinka,Senior Engineer,40000,1988-08-23
253309,Alejandro,Ranka,Assistant Engineer,40000,1999-07-08
253323,Gilbert,Lieberherr,Engineer,46236,1995-06-11
253324,Xiong,Vendrig,Senior Staff,51274,1994-01-07
253325,Kristine,Ushiama,Senior Engineer,40000,1992-05-30
253326,Ger,Kropatsch,Senior Engineer,40000,1994-08-15
253329,Rasikan,Loncour,Senior Engineer,43586,1989-07-23
253340,Val,Broder,Senior Engineer,51186,1999-10-19
253344,Mads,Versino,Staff,47903,1999-03-05
253345,Bodh,Wrigley,Senior Engineer,42706,1989-01-21
253346,Parviz,Hedayat,Engineer,52308,1997-01-01
253351,Shuichi,Serre,Staff,53841,1994-04-08
253353,Lansing,Orsini,Senior Staff,83692,2001-01-01
253354,Takahito,Hofman,Senior Staff,74218,1998-03-04
253359,Gadiel,Terwilliger,Senior Engineer,41721,2002-02-13
253362,Odoardo,Stanfel,Engineer,52609,1997-10-25
253364,Kazuhiko,Erol,Senior Engineer,40972,1989-01-18
253381,Berto,Henders,Senior Staff,40000,1997-02-04
253382,Avishai,Limongiello,Senior Staff,61777,1997-07-02
253385,Hatim,Lichtman,Engineer,40000,1994-11-24
253394,Armond,Marchesini,Senior Staff,56533,1999-01-31
253399,Susumu,Reutenauer,Senior Engineer,40000,1995-02-08
253400,Bikash,Simmen,Staff,43461,1995-04-15
253402,Guther,Pavlopoulou,Senior Engineer,56218,2001-04-20
253406,Olivera,Baek,Technique Leader,40000,1999-02-21
253409,Janalee,Hanratty,Senior Engineer,61020,1995-06-13
253410,Teruyuki,Polupanov,Senior Engineer,40000,1993-04-08
253415,Tran,Schwaller,Senior Engineer,40000,1994-08-14
253417,Irene,Kalorkoti,Senior Staff,40000,1992-10-11
253419,Kauko,McDermid,Senior Staff,71349,2000-10-19
253425,Shigeichiro,Erdi,Senior Staff,40000,1995-05-10
253427,Yunming,Hebden,Senior Engineer,40000,1993-11-11
253428,Ortrun,Benner,Technique Leader,49481,2000-01-29
253444,DeForest,Serdy,Senior Engineer,58999,1995-06-29
253445,Deniz,Maliniak,Senior Engineer,40000,1994-05-05
253448,Luigi,Hettesheimer,Senior Engineer,40000,2000-02-15
253456,Theirry,Azuma,Engineer,40000,1997-11-14
253457,Terresa,Stasinski,Senior Engineer,40000,1991-10-16
253461,Masali,Bottner,Senior Engineer,41784,2000-03-06
253462,Menkae,Sooriamurthi,Engineer,47475,2000-12-29
253465,Rayond,Munke,Staff,51313,1998-05-22
253469,Rafail,Zeleznik,Senior Engineer,40000,2001-04-05
253472,Gianluca,Kusakabe,Senior Staff,72004,1994-06-26
253473,Jamaludin,Crooks,Senior Engineer,40000,1999-12-12
253474,Franziska,Hardjono,Senior Staff,63729,1996-12-27
253478,Idoia,Heuser,Staff,48787,1998-06-26
253480,Douadi,Fandrianto,Engineer,65963,1996-08-23
253483,Carrsten,Lunn,Senior Engineer,40000,1998-05-05
253487,Henk,Pokrovskii,Senior Engineer,40000,1998-10-15
253488,Halsur,Terlouw,Senior Staff,40000,1994-02-18
253492,Serge,Carrere,Senior Engineer,40000,1992-05-28
253496,Shimshon,Marshall,Senior Staff,64455,2000-04-13
253501,Xinan,Gladwell,Senior Staff,40000,1994-02-15
253503,Tsz,Brendel,Senior Staff,58306,1999-03-02
253504,Subbu,Marquardt,Senior Engineer,40000,1998-08-27
253505,Baruch,Peternell,Senior Staff,64720,1995-08-24
253509,Karsten,Kaminger,Senior Staff,75130,1997-03-01
253511,Qingxiang,Nitta,Senior Engineer,56484,1999-03-13
253513,Howell,Simmen,Staff,40000,1999-01-02
253514,Apostol,Cannane,Engineer,41810,1999-08-24
253516,Taizo,Poujol,Senior Engineer,40000,1991-11-08
253520,Khun,McDermid,Engineer,52006,1999-07-21
253523,Mircea,Horswill,Staff,50355,1997-01-17
253525,Mani,Maksimenko,Senior Engineer,44364,1999-09-29
253539,Bingning,Varker,Senior Engineer,55127,1987-12-26
253549,Tze,Benantar,Senior Staff,56444,1994-02-15
253550,Almudena,Vecchi,Senior Engineer,40000,1996-12-24
253557,Tran,Merel,Senior Staff,54376,1999-03-23
253558,Armond,Kruskal,Engineer,49344,1999-12-29
253562,Slavian,Sethi,Senior Engineer,42879,1990-09-25
253569,Shaowen,Gopalakrishnan,Senior Staff,46844,1997-02-13
253571,Tomokazu,Deverell,Engineer,43662,2000-10-18
253572,Sachem,Schoegge,Senior Staff,40000,1991-12-14
253579,Jeanna,Biron,Senior Staff,62646,1996-04-20
253580,Duri,Suessmith,Senior Engineer,40000,1993-07-04
253587,Lillian,Yeung,Engineer,40000,1997-12-13
253592,Tesuya,Gerlach,Senior Staff,59239,1997-08-28
253594,Tetsushi,Morris,Staff,40000,1997-06-23
253602,Gurbir,Arlazarov,Senior Staff,40000,1998-03-09
253606,Leaf,Lichtman,Technique Leader,49916,1993-05-07
253610,Pranav,Morrow,Senior Staff,40000,1994-10-19
253613,Chaoyi,Brender,Senior Staff,52165,1997-07-25
253615,Nigel,Karunanithi,Staff,70900,1999-05-16
253616,Gererd,Pashtan,Senior Staff,41833,1996-01-06
253619,Sangeeta,Malabarba,Staff,57409,1995-05-18
253625,Leif,Pavlopoulou,Senior Staff,75236,1992-09-09
253626,Kyoichi,Munke,Senior Staff,43911,1999-03-08
253628,Ranan,Lorin,Senior Engineer,40000,2002-07-12
253629,Quingbo,Kriebel,Senior Staff,98434,1996-09-20
253632,Pohua,Bresenham,Senior Staff,68125,1987-07-12
253634,Sakthirel,Bellone,Technique Leader,40000,1999-01-27
253636,Yucel,Itschner,Senior Staff,62591,2001-03-25
253648,Tesuya,Millington,Senior Staff,69882,1999-09-06
253650,Remzi,Loncour,Senior Engineer,49118,1997-04-17
253652,Jaewon,Hasham,Senior Staff,61535,1994-11-12
253653,Roselyn,Markovitch,Senior Engineer,40000,1994-12-18
253657,Mrinalini,Selvestrel,Engineer,67519,1999-02-21
253665,Adit,Perfilyeva,Engineer,40000,1997-02-06
253669,Goetz,Thambidurai,Senior Staff,85510,1997-11-28
253670,Sachin,Conte,Senior Staff,89680,1993-07-03
253672,Renee,Pargas,Technique Leader,40826,1993-01-01
253679,Mingdong,Portugali,Staff,62731,1996-06-27
253681,Gina,Snedden,Engineer,65824,1999-09-22
253682,Jiong,Orsini,Senior Staff,74681,1998-03-19
253683,Shaunak,Egerstedt,Senior Staff,92760,1990-12-21
253691,Sachio,Aumann,Engineer,40000,1997-11-16
253695,Baoqiu,Ohori,Senior Engineer,40000,1999-11-24
253697,Zeydy,Nitto,Senior Engineer,40000,1994-02-22
253698,Hongzue,Goodrum,Senior Engineer,40000,1997-01-04
253700,Masasuke,Comyn,Staff,40000,1997-11-11
253701,Masanao,Zuberek,Senior Staff,67033,1997-10-26
253704,Sven,Belinskaya,Senior Staff,69171,1994-08-20
253714,Maria,Aseltine,Senior Staff,64165,1992-10-25
253717,Tommaso,Bondorf,Senior Staff,62903,1999-12-08
253727,Fayez,Pargas,Senior Engineer,70124,1999-06-19
253729,Ziyad,Rusterholz,Senior Engineer,40631,1986-06-22
253732,Lenore,Slobodova,Senior Engineer,47600,1999-05-28
253733,Jiang,Rissland,Senior Staff,49107,1994-07-09
253735,Zhensheng,Luan,Engineer,40000,1997-01-08
253736,Aris,Kulisch,Technique Leader,58611,1998-06-26
253745,Krassimir,Adachi,Senior Engineer,63262,1995-09-03
253747,Mohan,Plotkin,Staff,77292,1994-01-04
253751,Neelam,Ligten,Senior Staff,42308,1994-06-07
253753,Goncalo,Erdi,Engineer,48679,2000-08-26
253755,Shahab,Sifakis,Senior Staff,60007,2000-11-20
253758,Jouni,Calkin,Senior Engineer,50818,1993-04-19
253766,Masoud,Ranft,Senior Engineer,74347,1996-08-13
253771,Moie,Kambil,Senior Engineer,49171,1997-11-28
253775,Stella,Jeong,Senior Engineer,40000,1997-04-28
253777,Kien,Ravishankar,Senior Staff,40000,1994-03-12
253785,Eckart,Smailagic,Senior Staff,56646,1987-02-16
253786,Kazuyasu,Khalil,Engineer,66815,1999-07-03
253793,JoAnna,Passino,Senior Engineer,40000,1989-11-23
253797,Martien,Fabrizio,Senior Staff,40000,1995-01-20
253805,Malu,Fargier,Senior Engineer,57569,1993-02-10
253811,Richara,Suermann,Senior Staff,52970,1999-03-22
253818,Sadok,Moehrke,Senior Staff,52615,1997-10-10
253819,Valeri,Bahi,Senior Engineer,40456,2002-01-06
